unique_code,tipoies,region,nombreies,nombrecarrera,modalidad
I72S1C580J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,INGENIERIA CIVIL MATEMATICA,Presencial
I72S1C599J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,PEDAGOGIA EN MATEMATICAS O LICENCIATURA EN MATEMATICAS,Presencial
I72S1C643J3V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,PROGRAMA DE CONTINUIDAD DE ESTUDIOS DE INGENIERIA EN NEGOCIOS INTERNACIONALES,Semipresencial
I72S1C650J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,INGENIERIA EN ESTADISTICA Y CIENCIA DE DATOS,Presencial
I72S1C6J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,TRABAJO SOCIAL,Presencial
I72S1C75J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,PSICOLOGIA,Presencial
I72S1C76J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,QUIMICA Y FARMACIA,Presencial
I72S1C78J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,NUTRICION Y DIETETICA,Presencial
I72S1C80J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,INGENIERIA CIVIL INDUSTRIAL,Presencial
I72S1C82J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,INGENIERIA CIVIL OCEANICA,Presencial
I72S1C83J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,ADMINISTRACION PUBLICA,Presencial
I72S2C110J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,TECNOLOGIA MEDICA,Presencial
I72S2C16J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,ENFERMERIA,Presencial
I72S2C32J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,FONOAUDIOLOGIA,Presencial
I72S2C46J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,MEDICINA,Presencial
I72S2C50J1V1,Universidades,REGION DE VALPARAISO,UNIVERSIDAD DE VALPARAISO,OBSTETRICIA Y PUERICULTURA,Presencial
I72S5C2J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE VALPARAISO,AUDITORIA,Presencial
I72S5C35J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE VALPARAISO,INGENIERIA COMERCIAL,Presencial
I72S5C505J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE VALPARAISO,INGENIERIA EN NEGOCIOS INTERNACIONALES,Presencial
I72S5C80J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE VALPARAISO,INGENIERIA CIVIL INDUSTRIAL,Presencial
I72S5C83J1V1,Universidades,REGION METROPOLITANA,UNIVERSIDAD DE VALPARAISO,ADMINISTRACION PUBLICA,Presencial
I73S2C151J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,NUTRICION Y DIETETICA,Presencial
I73S2C16J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA DE EJECUCION EN ELECTRONICA,Presencial
I73S2C17J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA DE EJECUCION EN ELECTRICIDAD,Presencial
I73S2C180J1V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA CIVIL EN PROCESOS MINERALES,Presencial
I73S2C181J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,BACHILLERATO EN CIENCIAS DE LA SALUD,Presencial
I73S2C182J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TRABAJO SOCIAL,Presencial
I73S2C193J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA COMERCIAL MENCION NEGOCIOS MINEROS,Presencial
I73S2C197J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,BIOLOGIA MARINA,Presencial
I73S2C198J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,DISEÑO GRAFICO MENCION DISEÑO ESTRATEGICO,Presencial
I73S2C19J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA DE EJECUCION EN MINAS,Presencial
I73S2C202J2V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS,Presencial
I73S2C203J2V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,Presencial
I73S2C213J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,FONOAUDIOLOGIA,Presencial
I73S2C214J1V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,PEDAGOGIA EN EDUCACION BASICA MENCIONES LENGUAJE Y COMUNICACION Y MATEMATICA,Presencial
I73S2C215J1V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,PEDAGOGIA EN EDUCACION PARVULARIA MENCION NECESIDADES EDUCATIVAS ESPECIALES,Presencial
I73S2C216J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,PSICOLOGIA,Presencial
I73S2C21J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA DE EJECUCION MECANICA,Presencial
I73S2C232J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,BACHILLERATO EN CIENCIAS SOCIALES Y ARTES,Presencial
I73S2C246J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,ARTES ESCENICAS,Presencial
I73S2C247J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,MUSICA,Presencial
I73S2C24J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,KINESIOLOGIA,Presencial
I73S2C251J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TERAPIA OCUPACIONAL,Presencial
I73S2C261J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN ALIMENTACION,Presencial
I73S2C28J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,MEDICINA,Presencial
I73S2C291J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA EN BIOTECNOLOGIA,Presencial
I73S2C292J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA CIVIL ELECTRICA,Presencial
I73S2C293J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA CIVIL EN GEOMENSURA Y GEOMATICA,Presencial
I73S2C294J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA CIVIL MECANICA,Presencial
I73S2C295J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA CIVIL EN MINAS,Presencial
I73S2C297J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN ENFERMERIA,Presencial
I73S2C29J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,OBSTETRICIA Y PUERICULTURA,Presencial
I73S2C2J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,ADMINISTRACION PUBLICA,Presencial
I73S2C30J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,ODONTOLOGIA,Presencial
I73S2C31J1V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,PEDAGOGIA EN BIOLOGIA Y CIENCIAS NATURALES,Presencial
I73S2C324J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN LOGISTICA,Presencial
I73S2C337J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,PEDAGOGIA EN EDUCACION FISICA,Presencial
I73S2C338J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN SOPORTE DE TECNOLOGIAS DE INFORMACION,Presencial
I73S2C339J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN ELECTRICIDAD INDUSTRIAL,Presencial
I73S2C35J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNOLOGIA MEDICA,Presencial
I73S2C368J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,"LICENCIATURA EN CIENCIA, MENCION FISICA Y ASTROFISICA",Presencial
I73S2C369J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,PEDAGOGIA EN INGLES PARA EDUCACION BASICA Y MEDIA,Presencial
I73S2C370J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO NIVEL SUPERIOR EN LABORATORIO CLINICO Y MEDICINA TRANSFUSIONAL,Presencial
I73S2C371J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,"TECNICO NIVEL SUPERIOR EN ODONTOLOGIA, CON MENCION",Presencial
I73S2C371J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,"TECNICO NIVEL SUPERIOR EN ODONTOLOGIA, CON MENCION",Presencial
I73S2C39J1V3,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,INGENIERIA CIVIL INDUSTRIAL,Presencial
I73S2C402J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO NIVEL SUPERIOR EDUCACION PARVULARIA,Presencial
I73S2C40J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,BIOQUIMICA,Presencial
I73S2C41J1V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,PEDAGOGIA EN MATEMATICA,Presencial
I73S2C42J1V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,PEDAGOGIA EN LENGUAJE Y COMUNICACION,Presencial
I73S2C47J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,QUIMICA AMBIENTAL,Presencial
I73S2C48J1V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,BACHILLERATO EN CIENCIAS,Presencial
I73S2C5J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,DERECHO,Presencial
I73S2C63J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO NIVEL SUPERIOR EN METALURGIA,Presencial
I73S2C65J2V2,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN EXPLOTACION MINERA,Presencial
I73S2C66J2V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO INDUSTRIAL,Presencial
I73S2C9J1V1,Universidades,REGION DE ANTOFAGASTA,UNIVERSIDAD DE ANTOFAGASTA,ENFERMERIA,Presencial
I74S1C10J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN EDUCACION DIFERENCIAL,Presencial
I74S1C11J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN EDUCACION PARVULARIA,Presencial
I74S1C12J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,ENFERMERIA,Presencial
I74S1C158J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,DERECHO,Presencial
I74S1C160J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Presencial
I74S1C161J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,KINESIOLOGIA,Presencial
I74S1C162J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,LICENCIATURA EN ASTRONOMIA,Presencial
I74S1C164J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,ODONTOLOGIA,Presencial
I74S1C16J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA AGRONOMICA,Presencial
I74S1C17J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA CIVIL,Presencial
I74S1C18J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA CIVIL AMBIENTAL,Presencial
I74S1C19J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA CIVIL DE MINAS,Presencial
I74S1C20J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA CIVIL INDUSTRIAL,Presencial
I74S1C216J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,QUIMICA,Presencial
I74S1C21J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA CIVIL MECANICA,Presencial
I74S1C222J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA MECANICA,Presencial
I74S1C223J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA DE MINAS,Presencial
I74S1C22J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA COMERCIAL,Presencial
I74S1C232J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,DISEÑO,Presencial
I74S1C25J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA EN ALIMENTOS,Presencial
I74S1C26J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA EN COMPUTACION,Presencial
I74S1C29J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,LICENCIATURA EN FISICA,Presencial
I74S1C30J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,LICENCIATURA EN MATEMATICAS,Presencial
I74S1C3J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,ARQUITECTURA,Presencial
I74S1C45J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN BIOLOGIA Y CIENCIAS NATURALES,Presencial
I74S1C46J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN CASTELLANO Y FILOSOFIA,Presencial
I74S1C47J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN EDUCACION GENERAL BASICA,Presencial
I74S1C48J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN EDUCACION MUSICAL,Presencial
I74S1C49J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN HISTORIA Y GEOGRAFIA,Presencial
I74S1C4J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,AUDITORIA,Presencial
I74S1C50J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN INGLES,Presencial
I74S1C51J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN MATEMATICAS Y COMPUTACION,Presencial
I74S1C52J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN MATEMATICAS Y FISICA,Presencial
I74S1C53J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN QUIMICA Y CIENCIAS NATURALES,Presencial
I74S1C54J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PERIODISMO,Presencial
I74S1C58J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PSICOLOGIA,Presencial
I74S1C63J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,TRADUCCION INGLES ESPAÑOL,Presencial
I74S1C6J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,INGENIERIA EN CONSTRUCCION,Presencial
I74S1C74J1V1,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,LICENCIATURA EN MUSICA,Presencial
I74S3C47J1V2,Universidades,REGION DE COQUIMBO,UNIVERSIDAD DE LA SERENA,PEDAGOGIA EN EDUCACION GENERAL BASICA,Presencial
I75S1C10J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL,Presencial
I75S1C11J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL EN INFORMATICA,Presencial
I75S1C12J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL INDUSTRIAL,Presencial
I75S1C15J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA DE EJECUCION EN ELECTRONICA,Presencial
I75S1C175J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,BACHILLERATO EN CIENCIAS,Presencial
I75S1C177J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL ELECTRICA,Presencial
I75S1C178J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL QUIMICA,Presencial
I75S1C17J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA DE EJECUCION EN COMPUTACION E INFORMATICA,Presencial
I75S1C18J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA DE EJECUCION EN ELECTRICIDAD,Presencial
I75S1C192J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,CONTADOR PUBLICO Y AUDITOR,Presencial
I75S1C19J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA DE EJECUCION EN MECANICA,Presencial
I75S1C1J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,ARQUITECTURA,Presencial
I75S1C21J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA EN CONSTRUCCION,Presencial
I75S1C27J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,TRABAJO SOCIAL,Presencial
I75S1C28J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA ESTADISTICA,Presencial
I75S1C29J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA COMERCIAL,Presencial
I75S1C48J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL MECANICA,Presencial
I75S1C49J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL EN AUTOMATIZACION,Presencial
I75S1C53J1V1,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL EN INDUSTRIAS DE LA MADERA,Presencial
I75S1C6J1V2,Universidades,REGION DEL BIOBIO,UNIVERSIDAD DEL BIO-BIO,DISEÑO INDUSTRIAL,Presencial
I75S2C11J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,INGENIERIA CIVIL EN INFORMATICA,Presencial
I75S2C158J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,INGENIERIA EN RECURSOS NATURALES,Presencial
I75S2C175J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,BACHILLERATO EN CIENCIAS,Presencial
I75S2C192J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,CONTADOR PUBLICO Y AUDITOR,Presencial
I75S2C20J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,INGENIERIA EN ALIMENTOS,Presencial
I75S2C22J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,NUTRICION Y DIETETICA,Presencial
I75S2C23J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN CASTELLANO Y COMUNICACION,Presencial
I75S2C24J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN EDUCACION GENERAL BASICA CON MENCION EN LENGUAJE Y COMUNICACION O EDUCACION MATEMATICA,Presencial
I75S2C250J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN EDUCACION PARVULARIA MENCION DIDACTICA EN PRIMERA INFANCIA,Presencial
I75S2C25J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN HISTORIA Y GEOGRAFIA,Presencial
I75S2C26J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN INGLES,Presencial
I75S2C27J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,TRABAJO SOCIAL,Presencial
I75S2C29J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,INGENIERIA COMERCIAL,Presencial
I75S2C45J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN EDUCACION MATEMATICA,Presencial
I75S2C50J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN CIENCIAS NATURALES MENCION BIOLOGIA O FISICA O QUIMICA,Presencial
I75S2C54J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,FONOAUDIOLOGIA,Presencial
I75S2C55J1V1,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PSICOLOGIA,Presencial
I75S2C56J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,PEDAGOGIA EN EDUCACION FISICA,Presencial
I75S2C5J1V3,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,DISEÑO GRAFICO,Presencial
I75S2C8J1V2,Universidades,REGION DE ÑUBLE,UNIVERSIDAD DEL BIO-BIO,ENFERMERIA,Presencial
I76S1C102J1V2,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL EN BIOTECNOLOGIA,Presencial
I76S1C11J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA COMERCIAL,Presencial
I76S1C125J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,TRABAJO SOCIAL,Presencial
I76S1C17J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA EN CONSTRUCCION,Presencial
I76S1C19J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,KINESIOLOGIA,Presencial
I76S1C1J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,AGRONOMIA,Presencial
I76S1C20J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,MEDICINA,Presencial
I76S1C21J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,NUTRICION Y DIETETICA,Presencial
I76S1C22J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,OBSTETRICIA Y PUERICULTURA,Presencial
I76S1C233J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,TERAPIA OCUPACIONAL,Presencial
I76S1C23J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,ODONTOLOGIA,Presencial
I76S1C256J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,BIOQUIMICA,Presencial
I76S1C26J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PEDAGOGIA EN CASTELLANO Y COMUNICACION,Presencial
I76S1C275J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,DERECHO,Presencial
I76S1C278J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PEDAGOGIA EN INGLES,Presencial
I76S1C27J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PEDAGOGIA EN HISTORIA Y GEOGRAFIA Y EDUCACION CIVICA,Presencial
I76S1C280J1V2,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL MECANICA,Presencial
I76S1C28J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PERIODISMO,Presencial
I76S1C293J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,BACHILLERATO EN CIENCIAS SOCIALES,Presencial
I76S1C294J1V2,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL,Presencial
I76S1C296J1V2,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL INFORMATICA,Presencial
I76S1C29J1V1,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,PSICOLOGIA,Presencial
I76S1C310J1V2,Universidades,REGION DE LA ARAUCANIA,UNIVERSIDAD DE LA FRONTERA,INGENIERIA CIVIL QUIMICA,Presencial
